soil,temp,hum,Status
43,16.08,94.54,1
50,16.13,94.86,0
7,16.06,95.18,1
68,15.98,95.49,1
26,15.92,95.7,1
61,15.87,95.9,1
14,15.82,95.95,1
29,15.76,96,0
69,15.77,96,1
67,15.77,96,0
61,15.78,96,1
81,15.78,96,1
26,15.79,96,1
43,15.72,96,1
77,15.64,96,1
73,15.51,96,1
68,15.38,96,0
25,15.29,96,0
15,15.2,96,1
16,15.15,96,1
31,15.1,96,1
8,15.1,96,1
75,15.1,96,0
56,15.1,96,1
88,15.1,96,0
82,15.09,96,0
25,15.08,96,0
16,15.11,96,1
60,15.14,96,1
77,15.28,95.96,0
58,15.43,95.92,1
52,16.13,92.64,1
14,16.83,89.36,1
17,17.53,86.07,1
39,18.23,82.79,1
27,19.01,78.5,1
76,19.79,74.2,1
2,20.28,71.32,1
56,20.78,68.45,1
53,21.36,66.18,0
15,21.95,63.91,1
73,22.62,60.56,0
41,23.3,57.2,1
74,23.66,55.5,1
23,24.01,53.8,1
33,24.58,51.26,1
17,25.16,48.71,1
3,25.15,48.1,1
24,25.14,47.49,1
36,25.73,45.6,1
38,26.32,43.72,1
14,26.75,42.16,0
1,27.18,40.6,1
13,27.38,39.14,0
27,27.57,37.68,1
54,27.72,37.1,1
68,27.86,36.52,0
52,28.2,35.64,0
43,28.55,34.75,1
85,29.62,32.96,1
8,30.7,31.16,1
10,30.97,30.38,1
7,31.24,29.6,0
15,31.51,28.83,1
33,31.78,28.05,1
72,32.05,27.27,0
49,32.32,26.5,1
43,32.59,25.72,1
31,32.86,24.94,0
78,33.03,23.68,1
60,33.21,22.42,0
54,33.39,21.16,1
16,33.56,19.9,1
29,33.96,19.05,1
68,34.36,18.19,0
72,34.32,17.94,0
52,34.27,17.68,1
2,34.59,17.38,1
60,34.91,17.08,0
42,35.54,15.71,0
51,36.17,14.34,1
37,35.84,13.54,1
19,35.52,12.75,1
41,35.53,12.5,1
77,35.55,12.25,1
68,35.85,12.01,0
8,36.16,11.77,1
3,36.02,11.71,0
32,35.88,11.65,1
78,36.16,11.43,0
28,36.44,11.21,1
79,36.73,10.99,0
55,37.01,10.77,0
56,36.49,10.99,1
76,35.97,11.21,0
33,35.11,11.18,1
47,34.26,11.15,1
39,34.25,11.2,1
9,34.24,11.26,1
39,34.33,10.03,1
86,34.42,8.8,0
74,34.28,7.77,0
63,34.13,6.74,0
56,34.12,6.29,1
20,34.12,5.84,0
21,34.17,5.99,1
62,34.23,6.14,0
47,34.24,6.2,1
1,34.24,6.25,1
3,34.33,6.12,1
25,34.42,6,1
83,34.66,5.79,0
13,34.89,5.58,1
48,34.85,5.3,1
7,34.81,5.03,1
44,34.89,5.42,1
78,34.98,5.81,1
4,34.93,5.65,1
54,34.88,5.5,1
90,35.04,5.8,0
74,35.21,6.11,0
58,35.61,5.6,1
78,36,5.1,0
60,35.82,4.8,0
85,35.64,4.5,1
21,35.5,4.38,0
39,35.37,4.27,0
25,35.15,4.26,0
81,34.93,4.26,0
50,34.93,4.32,1
46,34.94,4.38,0
56,34.94,4.44,0
38,34.94,4.5,1
80,34.96,5.04,0
87,34.98,5.59,1
65,34.48,13.31,1
39,33.99,21.03,1
20,32.7,24.65,1
46,31.42,28.26,0
69,31.34,27.78,0
51,31.25,27.29,1
1,31.02,26.06,0
7,30.78,24.83,1
6,30.46,25.38,1
78,30.13,25.92,0
66,29.82,26.44,0
58,29.5,26.96,1
30,29.32,28.18,1
62,29.15,29.4,0
71,28.78,29.28,0
39,28.41,29.16,0
37,28.23,29.74,1
38,28.05,30.32,1
83,27.68,31.44,1
50,27.3,32.55,1
90,26.92,33.88,0
20,26.54,35.21,1
84,26.19,35.62,1
52,25.84,36.04,0
10,25.44,36.46,1
43,25.03,36.87,0
48,24.65,38.34,0
40,24.27,39.81,1
14,23.9,41.21,1
87,23.54,42.61,0
54,23.13,44.26,0
4,22.72,45.9,1
52,22.38,47.56,1
77,22.05,49.23,0
12,21.73,51.06,1
38,21.41,52.88,1
59,21.23,54.22,1
7,21.05,55.55,0
45,20.9,56.68,1
18,20.76,57.82,1
36,20.6,58.86,0
53,20.44,59.9,1
51,20.29,60.94,0
9,20.13,61.98,1
42,20,62.99,0
54,19.87,64,0
44,19.86,64.06,0
2,19.85,64.12,1
47,19.85,64.14,1
23,19.84,64.16,1
87,19.76,64.43,0
32,19.69,64.7,1
30,19.73,64.9,1
27,19.76,65.1,0
65,19.62,65.9,1
34,19.48,66.7,0
26,19.4,67.31,1
63,19.33,67.92,0
82,19.12,68.9,1
61,18.91,69.88,1
48,18.77,70.6,1
86,18.64,71.32,1
14,18.69,70.74,1
78,18.73,70.15,0
39,18.76,69.67,1
71,18.8,69.18,0
39,18.81,68.98,1
73,18.82,68.78,1
73,18.79,68.96,0
39,18.76,69.15,0
2,18.86,68.69,1
63,18.96,68.23,1
66,18.98,67.92,1
17,19.01,67.61,0
39,19.09,67.2,0
2,19.17,66.8,1
44,19.15,66.76,0
22,19.14,66.73,0
18,19.12,66.69,1
28,19.18,66.46,0
36,19.23,66.22,0
55,19.24,66.26,0
85,19.25,66.31,0
28,19.19,66.62,0
31,19.13,66.93,0
42,19.06,67.12,1
81,19,67.31,1
76,18.93,67.53,0
11,18.86,67.75,0
72,18.72,68.22,1
45,18.57,68.68,1
4,18.64,68.18,1
66,18.72,67.69,0
72,18.79,67.2,1
37,18.86,66.7,0
46,18.92,66.26,0
11,18.99,65.83,1
42,18.93,66.04,1
41,18.88,66.24,1
83,18.84,66.45,0
30,18.79,66.66,1
17,18.73,66.85,0
16,18.67,67.05,1
40,18.6,67.28,0
60,18.53,67.51,1
32,18.56,67.11,0
51,18.58,66.71,1
82,18.62,66.22,0
61,18.67,65.74,0
17,18.69,65.31,1
39,18.7,64.87,1
42,18.8,64.22,1
71,18.89,63.56,0
83,18.84,63.53,0
27,18.79,63.49,1
82,18.76,63.64,1
50,18.72,63.79,1
35,18.68,64.14,1
41,18.65,64.5,1
47,18.67,64.49,1
2,18.7,64.48,1
5,18.57,65.06,0
88,18.44,65.64,0
46,18.32,66.36,0
46,18.2,67.08,0
88,18.08,68.16,0
3,17.96,69.25,1
82,17.87,70.2,0
22,17.77,71.15,0
69,17.68,72.17,1
19,17.59,73.19,0
87,17.53,73.82,0
37,17.48,74.45,1
38,17.42,75.08,1
25,17.38,75.78,1
64,17.34,76.47,0
58,17.22,77.21,1
79,17.1,77.95,0
37,17.02,78.44,0
57,16.94,78.94,1
88,16.92,79.16,0
25,16.9,79.39,0
86,16.88,79.62,0
63,16.86,79.84,0
35,16.84,80.04,1
83,16.81,80.25,0
49,16.74,80.31,1
27,16.66,80.37,1
84,16.56,80.78,0
8,16.46,81.2,1
54,16.42,82.04,1
69,16.39,82.89,1
86,16.36,83.44,1
85,16.32,83.99,0
53,16.4,83.7,0
82,16.49,83.42,0
14,16.41,83.88,1
44,16.33,84.34,1
71,16.33,84.1,0
76,16.34,83.85,0
30,16.42,83.47,1
47,16.51,83.09,1
66,16.45,83.6,1
42,16.39,84.11,0
25,16.36,83.56,0
72,16.34,83.01,1
89,16.31,82.46,0
47,16.28,81.91,1
81,16.34,81.16,0
23,16.39,80.42,1
43,16.25,80.51,1
15,16.11,80.6,1
90,16.08,80.14,0
32,16.06,79.68,0
90,15.98,79.74,0
79,15.91,79.81,0
78,15.88,79.58,0
53,15.85,79.35,0
50,15.87,79.18,0
12,15.88,79,1
79,15.9,78.83,0
26,15.91,78.65,0
56,15.93,78.48,1
11,16.23,77.24,1
51,16.52,76.01,0
57,17.04,73.85,1
86,17.55,71.69,0
41,18.6,67.6,1
69,19.66,63.5,0
85,20.33,60.68,0
64,21,57.85,1
33,21.53,55.26,0
48,22.06,52.68,0
77,22.66,49.6,0
19,23.25,46.53,0
85,23.04,44.92,1
30,22.82,43.3,0
26,23.9,39.99,0
1,24.99,36.68,1
48,25.58,35.28,1
31,26.16,33.88,1
74,26.25,33.08,0
40,26.34,32.27,1
7,26.63,31.06,1
70,26.92,29.86,1
61,27.12,28.8,0
90,27.32,27.74,1
23,27.72,27.04,0
61,28.13,26.34,1
65,28.57,25.72,1
48,29.01,25.11,0
60,29.18,24.52,0
74,29.35,23.94,1
47,29.27,23.73,0
40,29.19,23.52,1
67,29.72,22.67,0
89,30.26,21.82,1
13,30.51,21.08,0
54,30.76,20.35,1
33,30.92,20.19,1
71,31.08,20.03,0
75,31.52,19.44,1
85,31.95,18.85,0
10,32.38,18.3,0
90,32.8,17.74,0
17,32.95,17.64,1
89,33.1,17.55,0
29,33.26,17.24,0
35,33.42,16.93,1
73,33.97,16.48,0
25,34.51,16.03,1
84,34.14,16.16,1
88,33.77,16.28,0
8,34.11,15.94,1
58,34.45,15.61,0
32,34.36,15.35,0
59,34.27,15.09,1
51,34.25,15.08,1
18,34.22,15.07,1
64,34.52,14.95,0
12,34.82,14.83,1
65,34.72,14.8,0
31,34.63,14.77,0
58,34.53,14.77,1
49,34.42,14.77,1
20,34.51,14.66,1
70,34.59,14.55,0
22,33.79,14.94,1
16,32.99,15.33,1
21,32.51,16.22,1
63,32.02,17.11,1
41,31.98,17,0
58,31.93,16.9,0
62,32.2,16.98,1
68,32.46,17.06,1
68,32.34,17.06,0
4,32.21,17.05,1
67,32.12,17.44,1
68,32.02,17.84,0
39,31.88,17.74,0
62,31.74,17.64,1
44,32.04,17.3,0
39,32.35,16.97,0
45,32.34,16.68,1
44,32.33,16.4,0
70,32.31,16.35,0
31,32.29,16.3,1
19,32.38,15.96,1
55,32.47,15.61,0
45,32.47,15.26,1
87,32.47,14.92,1
10,32.67,14.86,1
40,32.87,14.81,1
11,32.92,14.68,1
43,32.98,14.54,0
40,33.6,13.75,1
81,34.23,12.96,0
66,34.24,13.42,0
30,34.24,13.87,1
5,33.92,17.27,1
85,33.61,20.68,0
50,32.7,23.88,1
33,31.79,27.07,1
17,31.62,27.41,1
35,31.44,27.75,1
20,31.26,27.96,0
2,31.09,28.18,1
52,31,28.16,0
12,30.91,28.14,1
80,30.49,28.88,0
78,30.08,29.61,0
88,29.68,30.4,1
6,29.29,31.2,1
86,28.94,31.67,0
4,28.58,32.14,1
23,28.25,33.16,1
90,27.92,34.18,0
67,27.67,35.37,0
3,27.42,36.56,1
22,27.12,36.86,0
60,26.81,37.17,0
40,26.58,37.67,1
54,26.36,38.17,1
49,26.15,38.36,1
24,25.95,38.55,0
37,25.74,39.03,1
88,25.54,39.51,0
24,25.24,40.17,0
44,24.95,40.84,0
50,24.63,41.98,1
56,24.31,43.12,1
5,24.05,44.06,1
29,23.8,44.99,0
68,23.54,45.92,0
68,23.28,46.86,1
59,22.98,47.82,1
5,22.69,48.79,1
21,22.47,49.44,0
9,22.25,50.09,1
38,22.05,50.22,1
77,21.85,50.34,0
53,21.57,51.38,1
55,21.29,52.42,1
4,21.09,53.34,1
63,20.89,54.26,0
11,20.73,55.22,1
33,20.57,56.19,1
37,20.42,57.06,1
87,20.26,57.94,0
21,20.06,58.95,1
58,19.86,59.96,0
53,19.67,61.08,0
86,19.49,62.21,0
87,19.35,62.86,1
10,19.22,63.51,1
58,19.13,63.82,0
37,19.05,64.12,1
28,18.95,64.1,1
4,18.86,64.08,1
87,18.88,63.74,0
21,18.89,63.41,1
3,18.82,63.92,1
36,18.76,64.43,1
47,18.7,64.94,0
34,18.63,65.45,1
25,18.54,66.18,1
74,18.45,66.91,0
59,18.45,67.15,1
59,18.45,67.39,0
89,18.4,68.15,0
54,18.36,68.91,0
28,18.24,70.3,1
2,18.12,71.69,1
74,18.07,72.63,0
65,18.02,73.58,1
54,17.98,74.29,0
12,17.94,75,1
34,17.98,75.5,1
32,18.01,76.01,1
86,18,76.33,0
34,17.98,76.65,1
77,17.98,76.98,1
82,17.99,77.31,0
88,18.01,77.62,0
72,18.03,77.94,1
82,18.02,78.12,0
67,18.01,78.31,0
36,17.99,78.49,0
1,17.98,78.68,1
1,17.97,78.86,0
72,17.9,79.2,0
50,17.82,79.54,1
38,17.84,79.61,1
37,17.87,79.68,1
34,17.8,79.95,1
50,17.74,80.22,1
18,17.66,80.66,0
74,17.59,81.1,1
24,17.58,81.28,1
21,17.58,81.45,1
37,17.56,81.74,1
42,17.54,82.02,1
83,17.46,82.44,0
51,17.38,82.86,0
42,17.27,83.54,1
70,17.17,84.23,0
17,17.17,84.58,1
43,17.17,84.94,1
84,17.12,85.28,0
32,17.07,85.63,1
48,17.04,86.15,1
80,17,86.67,0
79,16.94,87,0
17,16.89,87.33,0
77,16.84,87.88,0
14,16.8,88.43,0
61,16.77,88.89,0
15,16.75,89.35,1
71,16.74,89.5,1
14,16.74,89.66,1
76,16.69,90.06,0
76,16.64,90.46,0
81,16.63,90.76,0
51,16.62,91.07,1
69,16.57,91.27,1
52,16.52,91.47,1
74,16.48,91.89,0
75,16.45,92.31,0
86,16.42,92.68,1
38,16.4,93.06,0
27,16.4,93.34,1
65,16.39,93.63,0
75,16.36,93.91,0
61,16.33,94.19,0
15,16.3,94.55,1
36,16.28,94.91,0
13,16.3,95.06,1
17,16.32,95.21,1
32,16.34,95.36,0
90,16.36,95.41,1
54,16.37,95.46,1
58,16.36,95.66,1
83,16.34,95.86,1
68,16.26,95.93,1
48,16.19,96,0
18,16.2,96,1
49,16.2,96,0
15,16.18,96,1
33,16.16,96,1
15,16.12,96,1
58,16.09,96,1
86,16.06,96,1
61,16.02,96,0
82,15.98,96,0
9,15.93,96,0
56,15.84,96,1
30,15.74,96,0
75,15.67,96,0
38,15.6,96,1
64,15.53,96,0
60,15.46,96,0
9,15.34,96,1
34,15.22,96,0
8,15.18,96,1
61,15.13,96,0
4,15.14,96,1
73,15.15,96,0
1,15.1,96,0
74,15.05,96,1
21,15.06,96,0
64,15.07,96,1
55,15.04,96,1
26,15,96,0
6,15.11,96,0
29,15.22,96,1
3,15.18,96,1
53,15.15,96,1
8,15.12,96,1
8,15.09,96,0
9,15.11,96,0
34,15.13,96,1
62,15.1,96,1
23,15.07,96,0
84,15.04,96,0
86,15.04,96,1
76,15.05,96,1
23,15.06,96,1
86,15.07,96,0
66,15.06,96,0
61,15.05,96,0
46,15.12,96,0
72,15.19,96,0
6,15.53,96,1
24,15.87,96,0
37,16.44,95.89,1
24,17.02,95.78,0
29,17.88,91.34,0
2,18.74,86.9,1
74,19.43,82.02,1
83,20.12,77.14,0
52,20.8,73.06,1
15,21.48,68.99,1
89,21.79,65.99,0
3,22.1,62.99,1
73,22.4,59.99,1
78,22.71,56.99,0
6,23.19,53.92,1
34,23.67,50.85,0
33,24.04,49.89,1
82,24.4,48.93,0
2,25.06,46.01,1
79,25.72,43.09,1
75,26,41.66,1
30,26.27,40.23,1
48,26.38,39.18,0
49,26.48,38.14,1
81,27.08,36.61,1
15,27.68,35.08,1
22,28.2,34.01,1
18,28.73,32.94,1
2,29.28,31.46,0
13,29.84,29.97,1
28,29.71,29.45,1
73,29.58,28.93,1
75,30.1,27.46,0
83,30.62,25.98,0
32,30.46,25.58,0
75,30.29,25.19,1
31,30.9,24.34,0
83,31.5,23.5,1
55,31.7,22.66,1
8,31.91,21.82,1
47,32.24,21.2,1
66,32.56,20.57,0
27,32.74,20.27,1
71,32.93,19.98,0
52,33.2,19.28,0
62,33.48,18.59,0
10,34.16,17.56,1
81,34.84,16.53,1
9,34.6,15.32,1
16,34.36,14.12,1
7,34.51,13.9,1
13,34.66,13.68,1
41,34.43,13.59,1
80,34.2,13.5,0
50,34.62,13.22,1
80,35.03,12.95,1
69,35.2,12.83,0
65,35.37,12.71,0
71,35.48,12.6,1
78,35.59,12.5,0
34,35.62,12.24,0
26,35.65,11.97,1
85,35.32,12.04,0
35,34.98,12.11,0
52,33.86,12.82,1
86,32.75,13.52,1
54,32.84,13.62,0
10,32.92,13.71,1
86,33.34,13.43,0
64,33.76,13.15,0
64,33.72,13.2,0
45,33.69,13.26,1
16,33.47,13.3,1
26,33.25,13.34,1
23,33.45,13.34,0
73,33.65,13.35,0
46,33.36,13.6,1
58,33.07,13.85,1
29,33.17,13.74,1
85,33.27,13.63,1
58,33.4,12.9,1
11,33.54,12.16,1
34,33.4,12.57,0
90,33.27,12.98,0
72,33.35,12.84,1
85,33.43,12.7,0
64,33.2,13.4,0
66,32.96,14.1,1
12,33.42,13.72,1
11,33.87,13.35,1
79,34.18,13.2,0
89,34.5,13.05,1
37,34.48,12.99,1
86,34.46,12.93,0
37,34.28,13.18,1
57,34.1,13.44,0
40,33.82,13.38,0
77,33.54,13.31,1
64,33.38,16.22,0
3,33.23,19.12,0
36,32.1,26.55,0
14,30.97,33.98,1
79,30.48,35.52,0
68,29.98,37.05,0
6,29.55,38.14,1
55,29.12,39.22,1
41,29.12,38.37,0
86,29.11,37.52,0
77,28.89,37.58,0
42,28.66,37.64,1
69,28.44,37.69,0
78,28.22,37.75,1
90,28.06,37.96,0
71,27.91,38.16,1
74,27.7,38.33,0
16,27.48,38.49,1
32,27.11,38.89,1
79,26.74,39.28,0
19,26.62,40.26,1
51,26.5,41.24,0
15,26.2,42,1
14,25.89,42.76,1
15,25.74,43.52,1
73,25.6,44.29,1
85,25.26,45.28,1
57,24.92,46.26,0
5,24.59,47.25,1
11,24.25,48.24,1
59,23.86,49.46,1
88,23.46,50.68,0
24,23.07,51.91,1
46,22.68,53.13,0
2,22.4,54.36,1
22,22.13,55.59,1
68,21.8,56.86,1
65,21.48,58.14,1
81,21.17,59.54,1
54,20.86,60.94,0
51,20.67,61.88,1
17,20.49,62.81,1
52,20.35,63.6,1
22,20.2,64.38,0
20,20.06,65.17,0
10,19.92,65.95,1
55,19.78,66.87,0
40,19.65,67.78,0
1,19.57,68.25,1
36,19.49,68.72,0
45,19.4,69.26,0
56,19.32,69.79,0
57,19.24,70.19,1
90,19.16,70.59,1
12,19.15,70.71,0
35,19.14,70.83,0
83,19.04,71.39,1
86,18.94,71.95,0
73,18.92,72.34,1
84,18.9,72.72,0
88,18.86,73.2,0
12,18.82,73.69,1
77,18.8,73.9,0
12,18.79,74.12,0
90,18.68,74.9,0
7,18.57,75.67,1
39,18.54,76.13,1
14,18.5,76.6,1
16,18.5,76.88,1
55,18.49,77.16,1
53,18.49,77.4,0
17,18.5,77.64,1
69,18.42,78.14,0
15,18.33,78.64,1
30,18.3,78.9,1
79,18.26,79.15,1
25,18.22,79.37,1
85,18.18,79.58,1
77,18.16,79.63,0
83,18.14,79.67,0
53,18.12,79.72,1
29,18.1,79.73,0
38,18.08,79.74,1
45,18.06,79.76,1
76,18.04,79.77,0
85,17.99,79.92,0
55,17.94,80.08,1
24,17.88,80.24,0
10,17.82,80.4,0
86,17.82,80.28,0
5,17.82,80.16,1
78,17.73,80.27,0
66,17.63,80.38,1
16,17.57,80.6,1
32,17.51,80.81,1
57,17.4,81.06,0
49,17.3,81.31,0
4,17.28,81.15,1
35,17.27,80.98,1
78,17.24,80.76,0
74,17.22,80.55,0
22,17.2,80.44,1
88,17.17,80.34,1
3,17.13,80.16,1
7,17.09,79.99,1
83,17.07,79.93,0
28,17.05,79.87,0
36,17.04,79.82,1
2,17.03,79.78,0
1,17.06,79.58,1
74,17.08,79.37,0
45,17.06,79.61,1
9,17.03,79.85,1
44,16.99,80.06,0
29,16.95,80.26,1
46,16.96,80.36,1
77,16.98,80.46,0
5,16.94,80.55,0
85,16.91,80.64,0
41,16.9,81.02,1
33,16.89,81.4,1
11,16.96,81.14,1
75,17.03,80.88,0
35,17.02,81.18,0
79,17.01,81.49,1
57,17.02,81.74,0
28,17.02,81.98,1
58,16.99,82.29,0
23,16.97,82.61,1
2,16.94,82.92,1
29,16.93,83.26,0
83,16.92,83.59,0
75,16.92,84.02,0
76,16.92,84.46,1
21,16.94,84.61,1
61,16.97,84.76,0
38,16.92,85.01,1
35,16.88,85.26,0
16,16.82,85.54,1
37,16.77,85.83,1
41,16.76,86.05,0
47,16.76,86.27,1
39,16.74,86.46,1
30,16.71,86.65,1
66,16.7,86.84,1
6,16.68,87.04,0
47,16.62,87.22,1
69,16.57,87.41,0
78,16.52,87.48,0
84,16.48,87.55,0
38,16.44,87.72,0
36,16.4,87.89,0
48,16.36,88.08,1
74,16.32,88.26,0
12,16.27,88.48,1
36,16.23,88.71,0
85,16.18,89.02,0
86,16.13,89.34,1
76,16.09,89.43,1
24,16.05,89.51,0
42,16,89.74,1
65,15.95,89.96,0
90,15.94,90.02,1
66,15.94,90.08,0
41,16,89.85,1
6,16.05,89.63,1
43,16.11,89.4,0
47,16.16,89.17,1
41,16.22,88.95,1
31,16.27,88.72,0
66,16.33,88.49,0
56,16.38,88.27,1
45,16.44,88.04,0
73,16.49,87.81,0
28,16.55,87.59,0
82,16.6,87.36,0
42,16.66,87.13,0
89,16.71,86.91,0
78,16.77,86.68,0
27,16.82,86.45,1
78,16.88,86.23,0
2,16.93,86,1
27,16.99,85.77,1
57,17.04,85.55,0
31,17.1,85.32,0
19,17.15,85.09,0
70,17.21,84.87,0
26,17.26,84.64,1
39,17.32,84.41,1
35,17.37,84.19,0
31,17.43,83.96,0
53,17.48,83.73,1
75,17.54,83.51,1
81,17.59,83.28,0
22,17.65,83.05,1
50,17.7,82.83,1
8,17.76,82.6,0
16,17.81,82.37,1
86,17.87,82.15,0
21,17.92,81.92,1
35,17.98,81.69,1
20,18.03,81.47,1
43,18.09,81.24,0
53,18.14,81.01,0
71,18.2,80.79,0
62,18.25,80.56,1
22,18.31,80.33,1
10,18.36,80.11,1
70,18.42,79.88,1
12,18.47,79.65,1
64,18.53,79.43,1
16,18.58,79.2,1
90,18.64,78.97,1
83,18.69,78.75,0
47,18.75,78.52,1
2,18.8,78.29,0
33,18.86,78.07,1
85,18.91,77.84,0
83,18.97,77.61,0
49,19.03,77.39,1
3,19.08,77.16,0
90,19.14,76.93,0
39,19.19,76.71,0
68,19.25,76.48,1
54,19.3,76.25,1
13,19.36,76.03,0
2,19.41,75.8,1
15,19.47,75.57,1
46,19.52,75.35,1
14,19.58,75.12,1
40,19.63,74.89,0
65,19.69,74.67,0
66,19.74,74.44,0
80,19.8,74.21,0
61,19.85,73.99,0
86,19.91,73.76,0
12,19.96,73.53,1
56,20.02,73.31,1
81,20.07,73.08,0
22,20.13,72.85,1
43,20.18,72.63,0
32,20.24,72.4,0
63,20.29,72.17,0
11,20.35,71.95,0
15,20.4,71.72,1
18,20.46,71.49,0
32,20.51,71.27,1
64,20.57,71.04,0
14,20.62,70.81,0
67,20.68,70.59,0
25,20.73,70.36,0
50,20.79,70.13,1
42,20.84,69.91,1
42,20.9,69.68,1
49,20.95,69.45,1
59,21.01,69.23,0
40,21.06,69,1
28,21.12,68.77,0
11,21.17,68.55,1
52,21.23,68.32,1
50,21.28,68.09,1
75,21.34,67.87,0
44,21.39,67.64,1
82,21.45,67.41,1
65,21.5,67.19,0
85,21.56,66.96,0
73,21.61,66.73,1
10,21.67,66.51,0
41,21.72,66.28,1
33,21.78,66.05,1
66,21.83,65.83,0
90,21.89,65.6,1
25,21.95,65.37,1
64,22,65.15,1
73,22.06,64.92,0
51,22.11,64.69,1
61,22.17,64.47,1
9,22.22,64.24,0
43,22.28,64.01,0
81,22.33,63.79,0
48,22.39,63.56,0
36,22.44,63.33,0
76,22.5,63.11,0
61,22.55,62.88,1
59,22.61,62.65,1
77,22.66,62.43,0
34,22.72,62.2,0
86,22.77,61.97,1
87,22.83,61.75,1
21,22.88,61.52,0
23,22.94,61.29,1
22,22.99,61.07,0
5,23.05,60.84,0
34,23.1,60.61,1
33,23.16,60.39,1
72,23.21,60.16,0
41,23.27,59.93,1
27,23.32,59.71,1
8,23.38,59.48,1
10,23.43,59.25,1
23,23.49,59.03,1
44,23.54,58.8,1
14,23.6,58.57,1
88,23.65,58.35,1
10,23.71,58.12,1
6,23.76,57.89,1
25,23.82,57.67,0
60,23.87,57.44,0
40,23.93,57.21,1
23,23.98,56.99,1
57,24.04,56.76,0
58,24.09,56.53,1
13,24.15,56.31,0
11,24.2,56.08,1
4,24.26,55.85,0
72,24.31,55.63,1
51,24.37,55.4,0
23,24.42,55.17,1
30,24.48,54.95,0
39,24.53,54.72,1
20,24.59,54.49,1
48,24.64,54.27,0
45,24.7,54.04,1
2,24.75,53.81,1
68,24.81,53.59,0
12,24.86,53.36,1
55,24.92,53.13,1
40,24.98,52.91,1
41,25.03,52.68,1
84,25.09,52.45,1
21,25.14,52.23,0
46,25.2,52,0
46,25.25,51.77,0
22,25.31,51.55,0
27,25.36,51.32,1
44,25.42,51.09,1
63,25.47,50.87,0
90,25.53,50.64,0
9,25.58,50.41,1
53,25.64,50.19,0
49,25.69,49.96,1
39,25.75,49.73,1
37,25.8,49.51,1
57,25.86,49.28,1
60,25.91,49.05,1
33,25.97,48.83,1
64,26.02,48.6,0
73,26.08,48.37,0
83,26.13,48.15,1
31,26.19,47.92,1
9,26.24,47.69,0
62,26.3,47.47,1
45,26.35,47.24,0
77,26.41,47.01,0
11,26.46,46.79,1
16,26.52,46.56,1
3,26.57,46.33,0
55,26.63,46.11,0
13,26.68,45.88,1
60,26.74,45.65,0
77,26.79,45.43,1
55,26.85,45.2,0
28,26.9,44.97,0
56,26.96,44.75,1
70,27.01,44.52,1
37,27.07,44.29,0
26,27.12,44.07,0
19,27.18,43.84,0
36,27.23,43.61,0
88,27.29,43.39,0
77,27.34,43.16,1
85,27.4,42.93,1
25,27.45,42.71,0
4,27.51,42.48,0
69,27.56,42.25,0
87,27.62,42.03,0
60,27.67,41.8,0
74,27.73,41.57,0
17,27.78,41.35,1
36,27.84,41.12,0
70,27.89,40.89,0
85,27.95,40.67,0
30,28.01,40.44,0
67,28.06,40.21,0
32,28.12,39.99,1
6,28.17,39.76,1
25,28.23,39.53,1
3,28.28,39.31,0
49,28.34,39.08,1
15,28.39,38.85,0
55,28.45,38.63,1
66,28.5,38.4,0
78,28.56,38.17,0
31,28.61,37.95,1
30,28.67,37.72,0
31,28.72,37.49,1
61,28.78,37.27,0
87,28.83,37.04,0
5,28.89,36.81,0
18,28.94,36.59,1
67,29,36.36,1
89,29.05,36.13,0
5,29.11,35.91,1
43,29.16,35.68,1
7,29.22,35.45,1
55,29.27,35.23,0
74,29.33,35,0
87,29.38,34.77,0
56,29.44,34.55,1
21,29.49,34.32,1
30,29.55,34.09,1
37,29.6,33.87,1
69,29.66,33.64,1
43,29.71,33.41,1
66,29.77,33.19,1
82,29.82,32.96,0
30,29.88,32.73,1
57,29.93,32.51,1
77,29.99,32.28,1
9,30.04,32.05,0
32,30.1,31.83,1
28,30.15,31.6,1
51,30.21,31.37,1
78,30.26,31.15,0
31,30.32,30.92,1
7,30.37,30.69,1
38,30.43,30.47,1
65,30.48,30.24,0
77,30.54,30.01,0
17,30.59,29.79,0
7,30.65,29.56,1
28,30.7,29.33,1
24,30.76,29.11,1
35,30.81,28.88,1
81,30.87,28.65,0
49,30.92,28.43,1
52,30.98,28.2,0
87,31.04,27.97,0
62,31.09,27.75,1
34,31.15,27.52,1
47,31.2,27.29,0
46,31.26,27.07,1
72,31.31,26.84,0
3,31.37,26.61,1
39,31.42,26.39,0
53,31.48,26.16,0
12,31.53,25.93,1
75,31.59,25.71,0
48,31.64,25.48,0
65,31.7,25.25,1
86,31.75,25.03,1
21,31.81,24.8,1
7,31.86,24.57,1
30,31.92,24.35,1
72,31.97,24.12,0
10,32.03,23.89,1
46,32.08,23.67,1
83,32.14,23.44,0
68,32.19,23.21,0
48,32.25,22.99,1
78,32.3,22.76,0
15,32.36,22.53,1
31,32.41,22.31,0
90,32.47,22.08,0
3,32.52,21.85,1
82,32.58,21.63,0
54,32.63,21.4,1
27,32.69,21.17,1
7,32.74,20.95,1
15,32.8,20.72,1
12,32.85,20.49,1
1,32.91,20.27,1
46,32.96,20.04,0
16,33.02,19.81,1
52,33.07,19.59,1
51,33.13,19.36,0
